iter	Passed	Remaining
1660	55157	11257
1661	55191	11224
1662	55223	11190
1663	55256	11157
1664	55289	11124
1665	55320	11090
1666	55353	11057
1667	55385	11024
1668	55418	10990
1669	55452	10957
1670	55484	10924
1671	55516	10890
1672	55549	10857
1673	55580	10824
1674	55612	10790
1675	55646	10757
1676	55678	10723
1677	55709	10690
1678	55743	10657
1679	55776	10624
1680	55809	10590
1681	55841	10557
1682	55874	10524
1683	55908	10491
1684	55942	10458
1685	55974	10424
1686	56005	10391
1687	56039	10358
1688	56071	10324
1689	56104	10291
1690	56136	10257
1691	56169	10224
1692	56202	10191
1693	56234	10157
1694	56269	10125
1695	56303	10092
1696	56334	10058
1697	56368	10025
1698	56400	9992
1699	56433	9958
1700	56466	9925
1701	56499	9892
1702	56531	9859
1703	56563	9825
1704	56595	9792
1705	56628	9758
1706	56662	9725
1707	56695	9692
1708	56729	9659
1709	56761	9626
1710	56793	9592
1711	56827	9559
1712	56859	9526
1713	56892	9493
1714	56926	9460
1715	56961	9427
1716	56994	9393
1717	57027	9360
1718	57059	9327
1719	57092	9294
1720	57125	9260
1721	57159	9227
1722	57191	9194
1723	57223	9161
1724	57256	9127
1725	57288	9094
1726	57321	9061
1727	57354	9028
1728	57386	8994
1729	57417	8961
1730	57449	8927
1731	57482	8894
1732	57515	8861
1733	57547	8827
1734	57579	8794
1735	57613	8761
1736	57646	8728
1737	57679	8695
1738	57713	8662
1739	57748	8629
1740	57780	8595
1741	57811	8562
1742	57844	8529
1743	57877	8495
1744	57910	8462
1745	57942	8429
1746	57975	8395
1747	58008	8362
1748	58044	8329
1749	58076	8296
1750	58109	8263
1751	58141	8230
1752	58175	8196
1753	58208	8163
1754	58241	8130
1755	58273	8097
1756	58308	8064
1757	58343	8031
1758	58376	7998
1759	58408	7964
1760	58439	7931
1761	58473	7898
1762	58505	7864
1763	58537	7831
1764	58571	7798
1765	58604	7765
1766	58639	7732
1767	58672	7699
1768	58704	7665
1769	58737	7632
1770	58772	7599
1771	58804	7566
1772	58835	7532
1773	58869	7499
1774	58902	7466
1775	58934	7433
1776	58965	7399
1777	58997	7366
1778	59031	7333
1779	59063	7300
1780	59095	7266
1781	59128	7233
1782	59161	7200
1783	59194	7167
1784	59227	7133
1785	59261	7100
1786	59293	7067
1787	59325	7034
1788	59358	7000
1789	59390	6967
1790	59424	6934
1791	59457	6901
1792	59488	6867
1793	59520	6834
1794	59554	6801
1795	59587	6768
1796	59619	6735
1797	59651	6701
1798	59683	6668
1799	59716	6635
1800	59751	6602
1801	59784	6568
1802	59817	6535
1803	59850	6502
1804	59882	6469
1805	59913	6435
1806	59944	6402
1807	59976	6369
1808	60010	6336
1809	60043	6302
1810	60076	6269
1811	60108	6236
1812	60142	6203
1813	60174	6170
1814	60207	6136
1815	60241	6103
1816	60274	6070
1817	60307	6037
1818	60339	6004
1819	60371	5970
1820	60403	5937
1821	60436	5904
1822	60469	5871
1823	60502	5837
1824	60536	5804
1825	60569	5771
1826	60603	5738
1827	60636	5705
1828	60668	5672
1829	60700	5638
1830	60734	5605
1831	60765	5572
1832	60798	5539
1833	60831	5505
1834	60864	5472
1835	60896	5439
1836	60929	5406
1837	60962	5373
1838	60995	5339
1839	61026	5306
1840	61058	5273
1841	61090	5240
1842	61121	5206
1843	61156	5173
1844	61189	5140
1845	61221	5107
1846	61256	5074
1847	61288	5041
1848	61319	5007
1849	61353	4974
1850	61385	4941
1851	61416	4908
1852	61452	4875
1853	61486	4842
1854	61519	4808
1855	61552	4775
1856	61583	4742
1857	61615	4709
1858	61647	4675
1859	61682	4642
1860	61716	4609
1861	61749	4576
1862	61783	4543
1863	61817	4510
1864	61850	4477
1865	61886	4444
1866	61920	4411
1867	61951	4377
1868	61985	4344
1869	62018	4311
1870	62052	4278
1871	62089	4245
1872	62124	4212
1873	62158	4179
1874	62190	4146
1875	62223	4112
1876	62256	4079
1877	62287	4046
1878	62318	4013
1879	62351	3979
1880	62382	3946
1881	62416	3913
1882	62449	3880
1883	62481	3847
1884	62513	3813
1885	62547	3780
1886	62579	3747
1887	62613	3714
1888	62645	3681
1889	62677	3647
1890	62710	3614
1891	62744	3581
1892	62776	3548
1893	62813	3515
1894	62844	3482
1895	62877	3448
1896	62912	3415
1897	62945	3382
1898	62977	3349
1899	63009	3316
1900	63042	3283
1901	63075	3249
1902	63108	3216
1903	63143	3183
1904	63175	3150
1905	63209	3117
1906	63243	3084
1907	63277	3051
1908	63310	3017
1909	63343	2984
1910	63375	2951
1911	63406	2918
1912	63437	2885
1913	63471	2851
1914	63503	2818
1915	63537	2785
1916	63569	2752
1917	63601	2719
1918	63634	2685
1919	63666	2652
1920	63700	2619
1921	63731	2586
1922	63763	2553
1923	63798	2520
1924	63830	2486
1925	63863	2453
1926	63896	2420
1927	63928	2387
1928	63962	2354
1929	63995	2321
1930	64026	2287
1931	64059	2254
1932	64091	2221
1933	64125	2188
1934	64157	2155
1935	64190	2122
1936	64224	2088
1937	64257	2055
1938	64289	2022
1939	64320	1989
1940	64352	1956
1941	64386	1922
1942	64419	1889
1943	64451	1856
1944	64483	1823
1945	64515	1790
1946	64547	1757
1947	64580	1723
1948	64613	1690
1949	64647	1657
1950	64679	1624
1951	64711	1591
1952	64744	1558
1953	64776	1524
1954	64808	1491
1955	64840	1458
1956	64873	1425
1957	64911	1392
1958	64943	1359
1959	64976	1326
1960	65007	1292
1961	65041	1259
1962	65074	1226
1963	65108	1193
1964	65139	1160
1965	65174	1127
1966	65206	1093
1967	65239	1060
1968	65272	1027
1969	65305	994
1970	65337	961
1971	65370	928
1972	65403	895
1973	65436	861
1974	65471	828
1975	65503	795
1976	65534	762
1977	65567	729
1978	65601	696
1979	65634	662
1980	65666	629
1981	65697	596
1982	65731	563
1983	65766	530
1984	65800	497
1985	65832	464
1986	65865	430
1987	65898	397
1988	65932	364
1989	65965	331
1990	65997	298
1991	66029	265
1992	66064	232
1993	66096	198
1994	66130	165
1995	66163	132
1996	66196	99
1997	66231	66
1998	66262	33
1999	66298	0
