iter	MultiClass
1240	0.1754057517
1241	0.1754035253
1242	0.1754000465
1243	0.1753729717
1244	0.175358679
1245	0.1753409869
1246	0.175305921
1247	0.1753033765
1248	0.1752870561
1249	0.1752489089
1250	0.1752266647
1251	0.1752017169
1252	0.1751774053
1253	0.1751744036
1254	0.1751674262
1255	0.1751392979
1256	0.1751357197
1257	0.1751334138
1258	0.1750921059
1259	0.1750506191
1260	0.1750244388
1261	0.1750221528
1262	0.17499311
1263	0.1749536111
1264	0.174912999
1265	0.1748652106
1266	0.1748546352
1267	0.1748135857
1268	0.174772079
1269	0.1747310494
1270	0.1746976334
1271	0.1746811937
1272	0.1746610168
1273	0.1746523696
1274	0.1746468235
1275	0.1746243407
1276	0.1746173831
1277	0.1746070462
1278	0.1745805281
1279	0.1745700719
1280	0.1745428977
1281	0.1745115292
1282	0.1744916704
1283	0.1744654305
1284	0.1744473807
1285	0.1744283568
1286	0.1743791968
1287	0.1743432959
1288	0.1743257033
1289	0.1742870193
1290	0.1742626878
1291	0.1742454332
1292	0.174243167
1293	0.1742104864
1294	0.1742023958
1295	0.1741623204
1296	0.1741567941
1297	0.1741323235
1298	0.1741130809
1299	0.1741064017
1300	0.1740826268
1301	0.1740481373
1302	0.174027205
1303	0.174007386
1304	0.1739866525
1305	0.1739724194
1306	0.1739473921
1307	0.1739302368
1308	0.1739117496
1309	0.1738590513
1310	0.1738336463
1311	0.1738044843
1312	0.1737687424
1313	0.173752581
1314	0.1737155073
1315	0.1736971792
1316	0.1736688719
1317	0.1736488143
1318	0.1736106075
1319	0.1735906493
1320	0.1735557026
1321	0.1735210143
1322	0.1735190066
1323	0.1735115123
1324	0.1734965437
1325	0.1734855706
1326	0.173483543
1327	0.1734811973
1328	0.1734798058
1329	0.1734656323
1330	0.1734516576
1331	0.1734250202
1332	0.1734198716
1333	0.1734079046
1334	0.1733748066
1335	0.1733539936
1336	0.1733283104
1337	0.1733248913
1338	0.1733228239
1339	0.1733140773
1340	0.1732745187
1341	0.1732212637
1342	0.1731765367
1343	0.1731698177
1344	0.1731663787
1345	0.1731513305
1346	0.1731494222
1347	0.1731361432
1348	0.1730981948
1349	0.1730970021
1350	0.1730591332
1351	0.1730471265
1352	0.1730284604
1353	0.1730010874
1354	0.1729972707
1355	0.1729931559
1356	0.172975106
1357	0.1729705737
1358	0.1729512118
1359	0.1729488065
1360	0.1729189289
1361	0.1729160067
1362	0.1728707231
1363	0.1728391955
1364	0.172830747
1365	0.1728167524
1366	0.1727926992
1367	0.1727425851
1368	0.1727002236
1369	0.1726779197
1370	0.1726766276
1371	0.1726602874
1372	0.1726410846
1373	0.1726097558
1374	0.172592183
1375	0.1725753855
1376	0.1725724634
1377	0.1725683286
1378	0.1725562026
1379	0.1725361649
1380	0.1725083149
1381	0.1724978785
1382	0.1724808425
1383	0.1724776421
1384	0.1724625144
1385	0.1724305097
1386	0.1724085835
1387	0.1723908716
1388	0.172377374
1389	0.1723526648
1390	0.1723153923
1391	0.1723054927
1392	0.1722915975
1393	0.1722683196
1394	0.1722666696
1395	0.1722633101
1396	0.1722337108
1397	0.1722088624
1398	0.1721822051
1399	0.1721766192
1400	0.1721731007
1401	0.1721372793
1402	0.1721180765
1403	0.1721137628
1404	0.1720926715
1405	0.1720602892
1406	0.1720554785
1407	0.1720238913
1408	0.1720208101
1409	0.1719999176
1410	0.1719726043
1411	0.1719462054
1412	0.1719335626
1413	0.1719183355
1414	0.1719168049
1415	0.1718735886
1416	0.1718349842
1417	0.1718050469
1418	0.1717963401
1419	0.1717915493
1420	0.1717892235
1421	0.1717699809
1422	0.1717571989
1423	0.1717557876
1424	0.1717517919
1425	0.1717092714
1426	0.1716915993
1427	0.1716850393
1428	0.1716657769
1429	0.1716629342
1430	0.1716256816
1431	0.1716142116
1432	0.1716110708
1433	0.1716014694
1434	0.1715998592
1435	0.1715667612
1436	0.1715375793
1437	0.1715258111
1438	0.1715223522
1439	0.1715132279
1440	0.1714673678
1441	0.1714486023
1442	0.171345591
1443	0.1712900897
1444	0.1712644462
1445	0.1712330976
1446	0.1712180096
1447	0.1712062613
1448	0.1711770794
1449	0.1711513763
1450	0.1711461085
1451	0.1711423911
1452	0.171128158
1453	0.1711005266
1454	0.1710852996
1455	0.1710817612
1456	0.1710651823
1457	0.1710357023
1458	0.17103443
1459	0.1710304344
1460	0.1710087468
1461	0.1709929233
1462	0.1709704406
1463	0.1709500053
1464	0.1709329494
1465	0.1709119177
1466	0.1708786806
1467	0.1708582453
1468	0.1708185476
1469	0.1708170964
1470	0.1707991659
1471	0.1707969394
1472	0.1707774583
1473	0.1707277616
1474	0.1707199294
1475	0.1706809275
1476	0.1706376317
1477	0.1706076547
1478	0.1705765843
1479	0.17056418
1480	0.170533706
1481	0.1705294917
1482	0.1705274839
1483	0.1704866333
1484	0.1704720224
1485	0.1704491222
1486	0.1704425622
1487	0.1704349686
1488	0.1704112732
1489	0.1703913945
1490	0.1703570441
1491	0.1703387558
1492	0.1703180223
1493	0.1702992171
1494	0.170286773
1495	0.1702644294
1496	0.1702582471
1497	0.1702541123
1498	0.1702482879
1499	0.17020042
1500	0.1701668648
1501	0.1701322362
1502	0.1701025772
1503	0.1700936715
1504	0.1700679088
1505	0.170051966
1506	0.1700476524
1507	0.1700264617
1508	0.1699971605
1509	0.1699941787
1510	0.169984299
1511	0.1699768445
1512	0.1699724712
1513	0.1699453766
1514	0.1699299905
